CISP;ano;mes;roubo_carga;LAT;LONG;Nome das CISP’s;mes/ano
CISP4 (Praça da República);2017;11;0.0;-22.903061;-43.186131;Praça da República;11/2017
CISP4 (Praça da República);2017;12;0.004996788569046108;-22.903061;-43.186131;Praça da República;12/2017
CISP4 (Praça da República);2018;1;0.006053182050736173;-22.903061;-43.186131;Praça da República;1/2018
CISP4 (Praça da República);2018;2;0.0;-22.903061;-43.186131;Praça da República;2/2018
CISP4 (Praça da República);2018;3;0.012926392683001045;-22.903061;-43.186131;Praça da República;3/2018
CISP4 (Praça da República);2018;4;0.006766573040511577;-22.903061;-43.186131;Praça da República;4/2018
CISP4 (Praça da República);2018;5;0.031132066316815293;-22.903061;-43.186131;Praça da República;5/2018
CISP4 (Praça da República);2018;6;0.0;-22.903061;-43.186131;Praça da República;6/2018
CISP4 (Praça da República);2018;7;0.007755004661008356;-22.903061;-43.186131;Praça da República;7/2018
CISP4 (Praça da República);2018;8;0.00799025255678289;-22.903061;-43.186131;Praça da República;8/2018
CISP4 (Praça da República);2018;9;0.027981661635652796;-22.903061;-43.186131;Praça da República;9/2018
CISP4 (Praça da República);2018;10;0.008374095978323488;-22.903061;-43.186131;Praça da República;10/2018
CISP4 (Praça da República);2018;11;0.008221015458722758;-22.903061;-43.186131;Praça da República;11/2018
CISP4 (Praça da República);2018;12;0.013786924539374733;-22.903061;-43.186131;Praça da República;12/2018
CISP4 (Praça da República);2019;1;0.0;-22.903061;-43.186131;Praça da República;1/2019
CISP4 (Praça da República);2019;2;0.0;-22.903061;-43.186131;Praça da República;2/2019
CISP4 (Praça da República);2019;3;0.0;-22.903061;-43.186131;Praça da República;3/2019
CISP4 (Praça da República);2019;4;0.0;-22.903061;-43.186131;Praça da República;4/2019
CISP4 (Praça da República);2019;5;0.0;-22.903061;-43.186131;Praça da República;5/2019
CISP4 (Praça da República);2019;6;0.0;-22.903061;-43.186131;Praça da República;6/2019
CISP4 (Praça da República);2019;7;0.017235819163166022;-22.903061;-43.186131;Praça da República;7/2019
CISP4 (Praça da República);2019;8;0.0;-22.903061;-43.186131;Praça da República;8/2019
CISP4 (Praça da República);2019;9;0.0;-22.903061;-43.186131;Praça da República;9/2019
CISP4 (Praça da República);2019;10;0.0;-22.903061;-43.186131;Praça da República;10/2019
CISP4 (Praça da República);2019;11;0.0;-22.903061;-43.186131;Praça da República;11/2019
CISP4 (Praça da República);2019;12;0.010089918132514772;-22.903061;-43.186131;Praça da República;12/2019
CISP5 (Mem de Sá);2003;1;0.05178671481498592;-22.909893;-43.184305;Mem de Sá;1/2003
CISP5 (Mem de Sá);2003;2;0.0;-22.909893;-43.184305;Mem de Sá;2/2003
CISP5 (Mem de Sá);2003;3;0.012457842377665498;-22.909893;-43.184305;Mem de Sá;3/2003
